Identificador de la publicación,Nombre de usuario de la cuenta,Descripción,Hora de publicación,Enlace permanente,Tipo de publicación,Visualizaciones,Alcance,Me gusta,Veces que se compartió,Comentarios,Veces que se guardó,Seguimientos
17907510117192533,lentesplus.latam,,07/14/2025 08:08,https://www.instagram.com/stories/lentesplus.latam/3676606659246202041,Historia de Instagram,110,109,0,0,,,
18093849943720427,lentesplus.latam,,07/14/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3676605619813049262,Historia de Instagram,112,110,0,0,,,
18011905634590399,lentesplus.latam,,07/14/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3676605624233243118,Historia de Instagram,121,116,0,0,,,
18052156142385899,lentesplus.latam,,07/14/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3676604599004137157,Historia de Instagram,118,117,0,0,,,
18305677372245030,lentesplus.latam,,07/14/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3676603601892707538,Historia de Instagram,120,119,0,0,,,
18067461917511259,lentesplus.latam,,07/14/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3676603108689008301,Historia de Instagram,124,122,0,0,,,
18045573065278302,lentesplus.latam,,07/14/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3676603087485067187,Historia de Instagram,134,132,0,0,,,
18347908336081609,lentesplus.latam,,07/14/2025 07:01,https://www.instagram.com/stories/lentesplus.latam/3676572902489530677,Historia de Instagram,207,200,0,0,,,
18031911974482342,lentesplus.latam,,07/11/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3674431300681353732,Historia de Instagram,127,124,0,0,,,
18059833148337302,lentesplus.latam,,07/11/2025 08:06,https://www.instagram.com/stories/lentesplus.latam/3674431289307366619,Historia de Instagram,132,129,0,0,,,
18070816856092015,lentesplus.latam,,07/11/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3674430277188086829,Historia de Instagram,110,108,0,0,,,
18033854699443494,lentesplus.latam,,07/11/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3674429287005262980,Historia de Instagram,138,137,0,0,,,
18070510927843833,lentesplus.latam,,07/11/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3674429260376212292,Historia de Instagram,146,142,0,0,,,
17974945064745202,lentesplus.latam,,07/11/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3674428751644233195,Historia de Instagram,150,142,0,0,,,
17952541160974887,lentesplus.latam,,07/11/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3674428545977156899,Historia de Instagram,177,165,0,0,,,
18051355082550812,lentesplus.latam,,07/09/2025 15:50,https://www.instagram.com/stories/lentesplus.latam/3673215609710311469,Historia de Instagram,170,163,0,0,,,
18085355668774850,lentesplus.latam,,07/09/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3672980724978514683,Historia de Instagram,122,118,0,0,,,
17910273759049604,lentesplus.latam,,07/09/2025 08:04,https://www.instagram.com/stories/lentesplus.latam/3672980709015481403,Historia de Instagram,127,123,0,0,,,
18005245574688133,lentesplus.latam,,07/09/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3672979727588683802,Historia de Instagram,128,127,0,0,,,
17970796652764711,lentesplus.latam,,07/09/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3672979731135215598,Historia de Instagram,137,133,0,0,,,
18346997110094680,lentesplus.latam,,07/09/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3672979027946263658,Historia de Instagram,147,140,0,0,,,
18059122517337745,lentesplus.latam,,07/09/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3672978821837620248,Historia de Instagram,178,171,0,0,,,
18317466481236621,lentesplus.latam,,07/07/2025 08:03,https://www.instagram.com/stories/lentesplus.latam/3671530982440946701,Historia de Instagram,151,145,0,0,,,
18044765141276452,lentesplus.latam,,07/07/2025 08:02,https://www.instagram.com/stories/lentesplus.latam/3671530176924951413,Historia de Instagram,158,151,0,0,,,
17918753988011339,lentesplus.latam,,07/07/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3671529665429647204,Historia de Instagram,168,156,0,0,,,
18070838855064953,lentesplus.latam,,07/07/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3671529656176267083,Historia de Instagram,172,160,0,0,,,
18101441272500162,lentesplus.latam,,07/07/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3671529257154406429,Historia de Instagram,175,166,0,0,,,
18045122450270702,lentesplus.latam,,07/07/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3671529246334437022,Historia de Instagram,221,209,0,0,,,
17846257236514973,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669355269084986905,Historia de Instagram,146,143,0,0,,,
18511812403044706,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669355241749837930,Historia de Instagram,158,152,0,0,,,
18015623867725467,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669355182441473202,Historia de Instagram,161,154,0,0,,,
18071012299988911,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669354986195940319,Historia de Instagram,171,160,0,0,,,
18069298649022210,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669354967749611725,Historia de Instagram,176,167,0,0,,,
18086638282739284,lentesplus.latam,,07/04/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3669354875478199406,Historia de Instagram,223,210,0,0,,,
17849707674500390,lentesplus.latam,,07/02/2025 08:54,https://www.instagram.com/stories/lentesplus.latam/3667932445048388065,Historia de Instagram,135,127,0,0,,,
17970301682762611,lentesplus.latam,,07/02/2025 08:53,https://www.instagram.com/stories/lentesplus.latam/3667932227599678025,Historia de Instagram,142,136,0,0,,,
18056308349065038,lentesplus.latam,,07/02/2025 08:52,https://www.instagram.com/stories/lentesplus.latam/3667931651879000918,Historia de Instagram,147,140,0,0,,,
18099424762572082,lentesplus.latam,,07/02/2025 08:49,https://www.instagram.com/stories/lentesplus.latam/3667930225169513790,Historia de Instagram,172,161,0,0,,,
18025160060703976,lentesplus.latam,,07/02/2025 08:46,https://www.instagram.com/stories/lentesplus.latam/3667928855248937832,Historia de Instagram,176,164,0,0,,,
18037019435361078,lentesplus.latam,,07/02/2025 08:24,https://www.instagram.com/stories/lentesplus.latam/3667917395650832662,Historia de Instagram,194,176,0,0,,,
18193126975314004,lentesplus.latam,,07/02/2025 08:22,https://www.instagram.com/stories/lentesplus.latam/3667916503133030934,Historia de Instagram,201,187,0,0,,,
17932499028064055,lentesplus.latam,,07/02/2025 08:21,https://www.instagram.com/stories/lentesplus.latam/3667916122402811882,Historia de Instagram,267,246,0,1,,,
18318875857225063,lentesplus.latam,,06/30/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3666456267253341588,Historia de Instagram,202,199,0,0,,,
17881309512226045,lentesplus.latam,,06/30/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3666456127884893533,Historia de Instagram,218,214,0,0,,,
18086226367666476,lentesplus.latam,,06/30/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3666455967687632823,Historia de Instagram,264,258,0,0,,,
18070686515046463,lentesplus.latam,,06/28/2025 14:49,https://www.instagram.com/stories/lentesplus.latam/3665212467323542655,Historia de Instagram,559,553,1,0,,,
18057110146926083,lentesplus.latam,,04/10/2025 12:11,https://www.instagram.com/stories/lentesplus.latam/3607875825535866655,Historia de Instagram,316,312,3,0,,,
18091928617572718,lentesplus.latam,,04/11/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3608413593758935342,Historia de Instagram,155,150,0,0,,,
18064298266950169,lentesplus.latam,,04/11/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3608413652571464680,Historia de Instagram,128,125,0,0,,,
17874373188221110,lentesplus.latam,,04/11/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3608413711165829970,Historia de Instagram,122,119,0,0,,,
17902055742119707,lentesplus.latam,,04/11/2025 06:01,https://www.instagram.com/stories/lentesplus.latam/3608413775103873452,Historia de Instagram,112,110,0,0,,,
18096719794557701,lentesplus.latam,,04/14/2025 10:14,https://www.instagram.com/stories/lentesplus.latam/3610715712361625026,Historia de Instagram,260,249,0,0,,,
18045764810118684,lentesplus.latam,,04/14/2025 10:14,https://www.instagram.com/stories/lentesplus.latam/3610715768011730280,Historia de Instagram,214,210,0,0,,,
18064912399993184,lentesplus.latam,,04/14/2025 10:14,https://www.instagram.com/stories/lentesplus.latam/3610715830355942879,Historia de Instagram,211,206,0,0,,,
17978543219830646,lentesplus.latam,,04/14/2025 10:14,https://www.instagram.com/stories/lentesplus.latam/3610715885628383345,Historia de Instagram,201,199,0,0,,,
18069888829916128,lentesplus.latam,,04/16/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3612131023220158220,Historia de Instagram,236,231,0,0,,,
18270017206282569,lentesplus.latam,,04/16/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3612131104975544734,Historia de Instagram,189,187,0,0,,,
17934130733902282,lentesplus.latam,,04/16/2025 09:06,https://www.instagram.com/stories/lentesplus.latam/3612131162127084741,Historia de Instagram,185,181,0,0,,,
18056442731472003,lentesplus.latam,,04/16/2025 09:07,https://www.instagram.com/stories/lentesplus.latam/3612131234311129000,Historia de Instagram,174,171,0,0,,,
18309619789233304,lentesplus.latam,,04/21/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3615709517022945486,Historia de Instagram,218,214,0,0,,,
17884880598255592,lentesplus.latam,,04/21/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3615709571699924881,Historia de Instagram,183,179,0,0,,,
18049421432358723,lentesplus.latam,,04/21/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3615709624128607994,Historia de Instagram,173,171,0,0,,,
18065747707790285,lentesplus.latam,,04/23/2025 07:17,https://www.instagram.com/stories/lentesplus.latam/3617149550528112485,Historia de Instagram,205,198,0,0,,,
18060102218109587,lentesplus.latam,,04/23/2025 07:17,https://www.instagram.com/stories/lentesplus.latam/3617149591137421077,Historia de Instagram,171,168,0,0,,,
18003151058774169,lentesplus.latam,,04/23/2025 07:17,https://www.instagram.com/stories/lentesplus.latam/3617149652668591647,Historia de Instagram,166,163,0,0,,,
18053519759010353,lentesplus.latam,,04/23/2025 07:17,https://www.instagram.com/stories/lentesplus.latam/3617149728198914551,Historia de Instagram,160,152,0,0,,,
18501413773044263,lentesplus.latam,,04/25/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3618560383606181130,Historia de Instagram,218,207,0,0,,,
18090791815579386,lentesplus.latam,,04/25/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3618560483111740169,Historia de Instagram,196,183,0,0,,,
17988916628799651,lentesplus.latam,,04/25/2025 06:00,https://www.instagram.com/stories/lentesplus.latam/3618560537377747246,Historia de Instagram,178,172,0,0,,,
18063935930065163,lentesplus.latam,,04/25/2025 06:01,https://www.instagram.com/stories/lentesplus.latam/3618560603471594475,Historia de Instagram,167,163,0,0,,,
18037270931298082,lentesplus.latam,,04/28/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3620783042731061605,Historia de Instagram,188,180,0,0,,,
18074556103880960,lentesplus.latam,,04/28/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3620783109823097086,Historia de Instagram,156,152,0,0,,,
18031741748348668,lentesplus.latam,,04/28/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3620783160465153284,Historia de Instagram,145,142,0,0,,,
18029264234399513,lentesplus.latam,,04/28/2025 07:36,https://www.instagram.com/stories/lentesplus.latam/3620783226290499241,Historia de Instagram,143,138,0,0,,,
18050308793072687,lentesplus.latam,,04/30/2025 07:58,https://www.instagram.com/stories/lentesplus.latam/3622243424883931791,Historia de Instagram,205,198,0,0,,,
17846045607448017,lentesplus.latam,,04/30/2025 07:58,https://www.instagram.com/stories/lentesplus.latam/3622243460367655238,Historia de Instagram,162,159,0,0,,,
18042857333410457,lentesplus.latam,,04/30/2025 07:58,https://www.instagram.com/stories/lentesplus.latam/3622243504860748396,Historia de Instagram,150,148,0,0,,,
17848676094427547,lentesplus.latam,,04/30/2025 07:58,https://www.instagram.com/stories/lentesplus.latam/3622243561592942777,Historia de Instagram,144,143,0,0,,,
18065106889991700,lentesplus.latam,,05/02/2025 10:32,https://www.instagram.com/stories/lentesplus.latam/3623770575207137791,Historia de Instagram,252,243,0,0,,,
18093633400503460,lentesplus.latam,,05/02/2025 10:32,https://www.instagram.com/stories/lentesplus.latam/3623770627862686878,Historia de Instagram,200,197,0,0,,,
18304983292240505,lentesplus.latam,,05/02/2025 10:32,https://www.instagram.com/stories/lentesplus.latam/3623770677313507814,Historia de Instagram,184,182,0,0,,,
18059023742516167,lentesplus.latam,,05/05/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3625928857593732228,Historia de Instagram,246,231,0,0,,,
18061742393115148,lentesplus.latam,,05/05/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3625928923477813907,Historia de Instagram,199,192,0,0,,,
18073958131845253,lentesplus.latam,,05/05/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3625928993547852882,Historia de Instagram,194,185,0,0,,,
17877145746321801,lentesplus.latam,,05/07/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3627393910689121841,Historia de Instagram,256,243,0,0,,,
18043492421568307,lentesplus.latam,,05/07/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3627394089995584114,Historia de Instagram,215,205,0,0,,,
18270961771256843,lentesplus.latam,,05/07/2025 10:31,https://www.instagram.com/stories/lentesplus.latam/3627394235143706977,Historia de Instagram,210,202,0,0,,,
18105903667505653,lentesplus.latam,,05/07/2025 16:02,https://www.instagram.com/stories/lentesplus.latam/3627560481442744426,Historia de Instagram,379,372,0,0,,,
18073602859722924,lentesplus.latam,,05/09/2025 07:49,https://www.instagram.com/stories/lentesplus.latam/3628761902177067195,Historia de Instagram,232,226,0,0,,,
18091282108608162,lentesplus.latam,,05/09/2025 07:49,https://www.instagram.com/stories/lentesplus.latam/3628761965628549289,Historia de Instagram,191,188,0,0,,,
18502488337009635,lentesplus.latam,,05/09/2025 07:49,https://www.instagram.com/stories/lentesplus.latam/3628762020523779801,Historia de Instagram,175,173,0,0,,,
17977550237837013,lentesplus.latam,,05/12/2025 08:13,https://www.instagram.com/stories/lentesplus.latam/3630948264237855964,Historia de Instagram,264,252,0,0,,,
18063614758869034,lentesplus.latam,,05/12/2025 08:13,https://www.instagram.com/stories/lentesplus.latam/3630948331438616060,Historia de Instagram,217,212,0,0,,,
18065078027293586,lentesplus.latam,,05/12/2025 08:13,https://www.instagram.com/stories/lentesplus.latam/3630948380672997278,Historia de Instagram,192,185,0,0,,,
18061684490140809,lentesplus.latam,,05/14/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3632397361758066650,Historia de Instagram,253,245,0,0,,,
18140462245360366,lentesplus.latam,,05/14/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3632397430838159414,Historia de Instagram,217,211,0,0,,,
17950535180968797,lentesplus.latam,,05/14/2025 08:12,https://www.instagram.com/stories/lentesplus.latam/3632397494281109455,Historia de Instagram,191,187,0,0,,,
18339042904091397,lentesplus.latam,,05/16/2025 09:50,https://www.instagram.com/stories/lentesplus.latam/3633896177856153818,Historia de Instagram,261,247,0,0,,,
17864774421391191,lentesplus.latam,,05/16/2025 09:50,https://www.instagram.com/stories/lentesplus.latam/3633896269291417997,Historia de Instagram,206,198,0,0,,,
17991051497799563,lentesplus.latam,,05/16/2025 09:50,https://www.instagram.com/stories/lentesplus.latam/3633896326787208147,Historia de Instagram,190,183,0,0,,,
18066489179094881,lentesplus.latam,,05/21/2025 08:56,https://www.instagram.com/stories/lentesplus.latam/3637493197673143001,Historia de Instagram,240,234,0,0,,,
18106337002507544,lentesplus.latam,,05/21/2025 08:56,https://www.instagram.com/stories/lentesplus.latam/3637493242174659750,Historia de Instagram,210,206,0,0,,,
17934871749031541,lentesplus.latam,,05/21/2025 09:13,https://www.instagram.com/stories/lentesplus.latam/3637501547341686220,Historia de Instagram,189,185,0,0,,,
18055302413258684,lentesplus.latam,,05/23/2025 07:21,https://www.instagram.com/stories/lentesplus.latam/3638895067248073439,Historia de Instagram,230,218,0,0,,,
18126464968436273,lentesplus.latam,,05/23/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3638895125196636440,Historia de Instagram,188,184,0,0,,,
18042093824250021,lentesplus.latam,,05/23/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3638895180082758510,Historia de Instagram,180,174,0,0,,,
18011012114567853,lentesplus.latam,,05/23/2025 07:22,https://www.instagram.com/stories/lentesplus.latam/3638895233165724122,Historia de Instagram,166,163,0,0,,,
18069599566792371,lentesplus.latam,,05/26/2025 08:41,https://www.instagram.com/stories/lentesplus.latam/3641109454775542648,Historia de Instagram,274,270,0,0,,,1
18062502680277297,lentesplus.latam,,05/26/2025 08:42,https://www.instagram.com/stories/lentesplus.latam/3641109627010910901,Historia de Instagram,222,213,0,0,,,
18059067884272157,lentesplus.latam,,05/26/2025 08:42,https://www.instagram.com/stories/lentesplus.latam/3641109799438420525,Historia de Instagram,211,202,0,0,,,
17844846228476454,lentesplus.latam,,05/26/2025 08:42,https://www.instagram.com/stories/lentesplus.latam/3641109959350405939,Historia de Instagram,197,190,0,0,,,
17932122195029475,lentesplus.latam,,05/27/2025 09:00,https://www.instagram.com/stories/lentesplus.latam/3641843861407887655,Historia de Instagram,244,231,0,0,,,
18081328096787270,lentesplus.latam,,05/27/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3641844009298914134,Historia de Instagram,195,180,0,1,,,
18081388633694895,lentesplus.latam,,05/27/2025 09:01,https://www.instagram.com/stories/lentesplus.latam/3641844309300609567,Historia de Instagram,174,169,0,0,,,
18168563422339219,lentesplus.latam,,05/27/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3641844538502593149,Historia de Instagram,166,161,0,0,,,
18282619372251544,lentesplus.latam,,05/28/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3642569354010575030,Historia de Instagram,188,178,0,0,,,
18481601146066741,lentesplus.latam,,05/28/2025 09:02,https://www.instagram.com/stories/lentesplus.latam/3642569638392675263,Historia de Instagram,147,141,0,0,,,
18046353164414087,lentesplus.latam,,05/28/2025 09:03,https://www.instagram.com/stories/lentesplus.latam/3642569916600958118,Historia de Instagram,137,132,0,0,,,
17970787232890536,lentesplus.latam,,05/28/2025 09:38,https://www.instagram.com/stories/lentesplus.latam/3642587801509853471,Historia de Instagram,129,125,0,0,,,
17858420901427278,lentesplus.latam,,05/29/2025 09:50,https://www.instagram.com/stories/lentesplus.latam/3643318183323152348,Historia de Instagram,174,161,0,0,,,
17847981615481593,lentesplus.latam,,05/29/2025 09:50,https://www.instagram.com/stories/lentesplus.latam/3643318352529825563,Historia de Instagram,145,139,0,0,,,
17862900444406977,lentesplus.latam,,05/29/2025 09:51,https://www.instagram.com/stories/lentesplus.latam/3643318692679473688,Historia de Instagram,140,134,0,0,,,
17880885120319392,lentesplus.latam,,05/30/2025 06:47,https://www.instagram.com/stories/lentesplus.latam/3643951297582780425,Historia de Instagram,204,193,0,0,,,
17847449328484055,lentesplus.latam,,05/30/2025 06:48,https://www.instagram.com/stories/lentesplus.latam/3643951648197432499,Historia de Instagram,169,158,0,0,,,
18055703054263004,lentesplus.latam,,05/30/2025 09:48,https://www.instagram.com/stories/lentesplus.latam/3644042110610880823,Historia de Instagram,183,173,0,0,,,
18123594328445129,lentesplus.latam,,05/30/2025 09:56,https://www.instagram.com/stories/lentesplus.latam/3644046481263358151,Historia de Instagram,171,162,0,0,,,
18106368121518021,lentesplus.latam,,05/30/2025 10:00,https://www.instagram.com/stories/lentesplus.latam/3644048329530832079,Historia de Instagram,144,141,0,0,,,
18188917498312796,lentesplus.latam,,06/03/2025 06:33,https://www.instagram.com/stories/lentesplus.latam/3646843133808788485,Historia de Instagram,217,207,0,0,,,
17924299380080298,lentesplus.latam,,06/03/2025 06:33,https://www.instagram.com/stories/lentesplus.latam/3646843303778595604,Historia de Instagram,184,176,0,0,,,
18189649543314038,lentesplus.latam,,06/03/2025 06:34,https://www.instagram.com/stories/lentesplus.latam/3646843373202802201,Historia de Instagram,174,164,0,0,,,
18055433447254166,lentesplus.latam,@niiqool94,06/03/2025 07:41,https://www.instagram.com/stories/lentesplus.latam/3646877493199201255,Historia de Instagram,170,162,2,0,,,
18146444746380684,lentesplus.latam,,06/04/2025 10:12,https://www.instagram.com/stories/lentesplus.latam/3647678054058576092,Historia de Instagram,218,211,0,0,,,
17861580921356543,lentesplus.latam,,06/04/2025 10:12,https://www.instagram.com/stories/lentesplus.latam/3647678104985902116,Historia de Instagram,184,177,0,0,,,
18058390994191616,lentesplus.latam,,06/04/2025 10:12,https://www.instagram.com/stories/lentesplus.latam/3647678177882926873,Historia de Instagram,182,171,0,0,,,
18091495057616025,lentesplus.latam,,06/04/2025 10:13,https://www.instagram.com/stories/lentesplus.latam/3647678360494404192,Historia de Instagram,164,162,0,0,,,
18510583354020706,lentesplus.latam,,06/09/2025 10:20,https://www.instagram.com/stories/lentesplus.latam/3651305965405187981,Historia de Instagram,245,240,0,0,,,
17949380735977577,lentesplus.latam,,06/09/2025 10:20,https://www.instagram.com/stories/lentesplus.latam/3651306022437679370,Historia de Instagram,194,192,0,0,,,
18026651072697933,lentesplus.latam,,06/09/2025 10:20,https://www.instagram.com/stories/lentesplus.latam/3651306075193713326,Historia de Instagram,178,178,0,0,,,
17968020005760693,lentesplus.latam,,06/09/2025 10:20,https://www.instagram.com/stories/lentesplus.latam/3651306123362529376,Historia de Instagram,168,165,0,0,,,
17952925790973842,lentesplus.latam,,06/11/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3652705233375287523,Historia de Instagram,213,205,0,0,,,
18327415174207595,lentesplus.latam,,06/11/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3652705342485814141,Historia de Instagram,167,160,0,0,,,
18066493241087623,lentesplus.latam,,06/11/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3652705434911476269,Historia de Instagram,155,148,0,0,,,
17869300551390376,lentesplus.latam,,06/11/2025 08:40,https://www.instagram.com/stories/lentesplus.latam/3652705533570007465,Historia de Instagram,148,144,0,0,,,
18125178061443795,lentesplus.latam,,06/13/2025 08:09,https://www.instagram.com/stories/lentesplus.latam/3654139050865944948,Historia de Instagram,201,199,0,0,,,
18069050194838888,lentesplus.latam,,06/13/2025 08:09,https://www.instagram.com/stories/lentesplus.latam/3654139114611005203,Historia de Instagram,177,175,0,0,,,
18066672188483473,lentesplus.latam,,06/13/2025 08:09,https://www.instagram.com/stories/lentesplus.latam/3654139195124799386,Historia de Instagram,161,159,0,0,,,
18062363123136702,lentesplus.latam,,06/13/2025 08:09,https://www.instagram.com/stories/lentesplus.latam/3654139244885897117,Historia de Instagram,158,154,0,0,,,
17986610333684205,lentesplus.latam,,06/16/2025 08:49,https://www.instagram.com/stories/lentesplus.latam/3656333634799171205,Historia de Instagram,220,210,0,0,,,
18085322467668139,lentesplus.latam,,06/16/2025 08:49,https://www.instagram.com/stories/lentesplus.latam/3656333697512521673,Historia de Instagram,181,175,0,0,,,
17889519219271624,lentesplus.latam,,06/16/2025 08:49,https://www.instagram.com/stories/lentesplus.latam/3656333752902400197,Historia de Instagram,172,168,0,0,,,
17926798377088760,lentesplus.latam,,06/16/2025 08:49,https://www.instagram.com/stories/lentesplus.latam/3656333800843436666,Historia de Instagram,164,159,0,0,,,
18079373350675289,lentesplus.latam,,06/16/2025 10:58,https://www.instagram.com/stories/lentesplus.latam/3656398658592866400,Historia de Instagram,170,160,2,0,,,
18061986386177793,lentesplus.latam,,06/16/2025 11:45,https://www.instagram.com/stories/lentesplus.latam/3656422086558165328,Historia de Instagram,157,154,0,0,,,
18041519987299818,lentesplus.latam,,06/16/2025 11:45,https://www.instagram.com/stories/lentesplus.latam/3656422206381095494,Historia de Instagram,147,145,0,0,,,
18354676933156358,lentesplus.latam,,06/18/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3657758673511212306,Historia de Instagram,185,177,0,0,,,
17963012366927209,lentesplus.latam,,06/18/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3657758753706107224,Historia de Instagram,145,141,0,0,,,
18008889644595039,lentesplus.latam,,06/18/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3657758824680807787,Historia de Instagram,142,138,0,0,,,
18046306796564168,lentesplus.latam,,06/18/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3657758895171863682,Historia de Instagram,130,128,0,0,,,
17932901934025388,lentesplus.latam,,06/20/2025 08:00,https://www.instagram.com/stories/lentesplus.latam/3659208303445318903,Historia de Instagram,234,219,0,0,,,
18316895263230615,lentesplus.latam,,06/20/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3659208456747142175,Historia de Instagram,182,177,0,0,,,
17947645947005136,lentesplus.latam,,06/20/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3659208597348608837,Historia de Instagram,178,173,0,0,,,
17935345763920780,lentesplus.latam,,06/20/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3659208711433745844,Historia de Instagram,166,163,0,0,,,
17913686259112454,lentesplus.latam,,06/23/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3661383005386759780,Historia de Instagram,283,279,0,0,,,
18392489869138292,lentesplus.latam,,06/23/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3661383097611182446,Historia de Instagram,226,221,0,0,,,
17970315794865967,lentesplus.latam,,06/23/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3661383186085449646,Historia de Instagram,207,205,0,0,,,
17991326819666485,lentesplus.latam,,06/25/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3662832546521353930,Historia de Instagram,210,203,0,0,,,
18161453683365574,lentesplus.latam,,06/25/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3662832643562178747,Historia de Instagram,180,175,0,0,,,
18033113186427848,lentesplus.latam,,06/25/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3662832740081688401,Historia de Instagram,165,160,0,0,,,
18365530726181472,lentesplus.latam,,06/26/2025 10:24,https://www.instagram.com/stories/lentesplus.latam/3663629110141116248,Historia de Instagram,302,294,0,0,,,
18072237349795232,lentesplus.latam,,06/26/2025 15:56,https://www.instagram.com/stories/lentesplus.latam/3663796210237929519,Historia de Instagram,240,229,3,0,,,
18364807150177964,lentesplus.latam,,06/26/2025 16:19,https://www.instagram.com/stories/lentesplus.latam/3663808017581172284,Historia de Instagram,208,202,2,1,,,
18082947073699772,lentesplus.latam,,06/27/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3664282113131614980,Historia de Instagram,174,166,0,0,,,
18079904401850525,lentesplus.latam,,06/27/2025 08:01,https://www.instagram.com/stories/lentesplus.latam/3664282202075969309,Historia de Instagram,149,146,0,0,,,
18078492697688261,lentesplus.latam,,04/09/2025 07:33,https://www.instagram.com/stories/lentesplus.latam/3607010892715019490,Historia de Instagram,120,117,0,0,,,
18040403906458461,lentesplus.latam,,02/10/2025 06:05,https://www.instagram.com/stories/lentesplus.latam/3564959746944472420,Historia de Instagram,255,238,0,0,,,1
17851340088355041,lentesplus.latam,,02/07/2025 15:25,https://www.instagram.com/stories/lentesplus.latam/3563067056238817695,Historia de Instagram,414,407,0,0,,,
17997633740616901,lentesplus.latam,,04/09/2025 07:33,https://www.instagram.com/stories/lentesplus.latam/3607010830228257517,Historia de Instagram,126,121,0,0,,,
17967790850746183,lentesplus.latam,,04/09/2025 07:33,https://www.instagram.com/stories/lentesplus.latam/3607010750720957102,Historia de Instagram,130,125,0,0,,,
